Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A698139,,03/06/2015 01:18:00 PM,03/06/2015 01:18:00 PM,6405 Ponca in Austin (TX),Stray,Normal,Cat,Unknown,3 months,Domestic Shorthair Mix,Black,,03/07/2015 09:00:00 AM,03/07/2015 09:00:00 AM,11/21/2014,Cat,Unknown,3 months,Domestic Shorthair Mix,Black,0.0
A614104,Bunny,03/17/2019 03:20:00 PM,03/17/2019 03:20:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Pit Bull Mix,White/Tan,Bunny,01/13/2019 06:13:00 PM,01/13/2019 06:13:00 PM,03/16/2011,Dog,Spayed Female,7 years,Pit Bull Mix,White/Tan,0.0
A708583,Lucky,07/29/2015 02:38:00 PM,07/29/2015 02:38:00 PM,Austin (TX),Euthanasia Request,Injured,Dog,Unknown,4 years,Rat Terrier Mix,White/Tricolor,Lucky,07/29/2015 05:18:00 PM,07/29/2015 05:18:00 PM,07/29/2011,Dog,Unknown,4 years,Rat Terrier Mix,White/Tricolor,1.0
A727122,Kiki,05/18/2016 01:28:00 PM,05/18/2016 01:28:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico,Kiki,05/25/2016 01:37:00 PM,05/25/2016 01:37:00 PM,05/18/2008,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico,0.0
A716591,Vin Diesel,12/04/2015 12:35:00 PM,12/04/2015 12:35:00 PM,Dovewood in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle,Vin Diesel,01/04/2016 11:16:00 AM,01/04/2016 11:16:00 AM,12/04/2013,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle,0.0
A727778,,05/25/2016 05:16:00 PM,05/25/2016 05:16:00 PM,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Longhair Mix,Brown Tabby,,05/28/2016 10:30:00 AM,05/28/2016 10:30:00 AM,05/13/2016,Cat,Intact Male,2 weeks,Domestic Longhair Mix,Brown Tabby,1.0
A707819,,07/18/2015 01:57:00 PM,07/18/2015 01:57:00 PM,200001 Harrier Flight Trail in Pflugerville (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black,,07/19/2015 09:00:00 AM,07/19/2015 09:00:00 AM,03/18/2015,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black,0.0
A679568,,05/23/2014 09:44:00 AM,05/23/2014 09:44:00 AM,Loyola Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Pit Bull Mix,Tan,,05/28/2014 06:36:00 PM,05/28/2014 06:36:00 PM,02/23/2014,Dog,Neutered Male,3 months,Pit Bull Mix,Tan,0.0
A756500,Webber,08/20/2017 09:24:00 PM,08/20/2017 09:24:00 PM,3816 South Lamar in Austin (TX),Public Assist,Normal,Cat,Neutered Male,2 years,Maine Coon,Brown Tabby,Webber,08/26/2017 05:21:00 PM,08/26/2017 05:21:00 PM,08/20/2015,Cat,Neutered Male,2 years,Maine Coon,Brown Tabby,0.0
A736755,*Pablo,10/16/2016 03:51:00 PM,10/16/2016 03:51:00 PM,208 Dry Creek Rd in Travis (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,*Pablo,10/20/2016 01:54:00 PM,10/20/2016 01:54:00 PM,09/09/2016,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,0.0
A789063,Sasha,02/13/2019 05:28:00 PM,02/13/2019 05:28:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black,Sasha,07/23/2019 11:27:00 AM,07/23/2019 11:27:00 AM,02/13/2017,Dog,Spayed Female,2 years,Pit Bull Mix,Black,0.0
A803672,Talulah,09/04/2019 12:24:00 PM,09/04/2019 12:24:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 months,Domestic Shorthair,Blue,Talulah,09/06/2019 05:56:00 PM,09/06/2019 05:56:00 PM,03/05/2019,Cat,Spayed Female,6 months,Domestic Shorthair,Blue,0.0
A700221,Dottie,04/10/2015 09:31:00 AM,04/10/2015 09:31:00 AM,Riverside in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Dalmatian Mix,White/Black,Dottie,04/10/2015 12:52:00 PM,04/10/2015 12:52:00 PM,04/10/2008,Dog,Spayed Female,7 years,Dalmatian Mix,White/Black,0.0
A728467,Terra,06/04/2016 03:44:00 PM,06/04/2016 03:44:00 PM,Ranch Rd & Sheep Hollow Trail in Travis (TX),Stray,Normal,Dog,Spayed Female,8 years,Pit Bull Mix,Fawn/White,Terra,06/29/2016 01:21:00 PM,06/29/2016 01:21:00 PM,01/06/2008,Dog,Spayed Female,8 years,Pit Bull Mix,Fawn/White,0.0
A718299,Harley,12/27/2015 10:58:00 AM,12/27/2015 10:58:00 AM,13466 Us 183 in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Pit Bull Mix,Brown/White,Harley,11/18/2017 01:16:00 PM,11/18/2017 01:16:00 PM,12/27/2010,Dog,Spayed Female,6 years,Pit Bull Mix,Brown/White,0.0
A759795,,10/07/2017 03:02:00 PM,10/07/2017 03:02:00 PM,10103 Capitol View Drive in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,Domestic Shorthair Mix,Torbie,,10/12/2017 05:13:00 PM,10/12/2017 05:13:00 PM,10/07/2014,Cat,Intact Female,3 years,Domestic Shorthair Mix,Torbie,0.0
A783360,*Dave,10/29/2018 03:07:00 PM,10/29/2018 03:07:00 PM,Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Golden Retriever/Standard Poodle,Apricot,*Dave,11/02/2018 01:49:00 PM,11/02/2018 01:49:00 PM,10/29/2017,Dog,Intact Male,1 year,Golden Retriever/Standard Poodle,Apricot,0.0
A664446,*Riley,10/03/2013 01:06:00 PM,10/03/2013 01:06:00 PM,6201 E 290 in Austin (TX),Stray,Injured,Cat,Intact Male,3 years,Domestic Shorthair Mix,Orange Tabby,*Riley,03/15/2014 03:27:00 PM,03/15/2014 03:27:00 PM,10/03/2010,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,0.0
A723550,*Luna,04/03/2016 12:47:00 AM,04/03/2016 12:47:00 AM,6108 Calmar Cove Unit B in Austin (TX),Stray,Nursing,Cat,Intact Female,0 years,Domestic Shorthair Mix,Black,*Luna,07/17/2016 06:06:00 PM,07/17/2016 06:06:00 PM,04/03/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,0.0
A781739,,10/04/2018 03:35:00 PM,10/04/2018 03:35:00 PM,9708 Eastwend Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chinese Sharpei Mix,Tan,,10/08/2018 06:35:00 PM,10/08/2018 06:35:00 PM,07/13/2018,Dog,Neutered Male,2 months,Chinese Sharpei Mix,Tan,0.0
A804423,Hayden,09/14/2019 03:14:00 PM,09/14/2019 03:14:00 PM,Travis (TX),Owner Surrender,Normal,Other,Intact Male,3 months,Rat,White/Brown,Hayden,09/18/2019 05:58:00 PM,09/18/2019 05:58:00 PM,06/01/2019,Other,Intact Male,3 months,Rat,White/Brown,0.0
A753760,,07/10/2017 04:54:00 PM,07/10/2017 04:54:00 PM,900 Barton Springs in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,07/10/2017 06:32:00 PM,07/10/2017 06:32:00 PM,07/10/2016,Other,Unknown,1 year,Bat Mix,Brown,1.0
A745184,Lola,03/14/2017 11:05:00 AM,03/14/2017 11:05:00 AM,1111 Vasquez St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Black Mouth Cur Mix,Red/Black,Lola,03/20/2017 06:41:00 PM,03/20/2017 06:41:00 PM,03/14/2016,Dog,Spayed Female,1 year,Black Mouth Cur Mix,Red/Black,0.0
A790875,Winston,03/18/2019 11:26:00 AM,03/18/2019 11:26:00 AM,Spicewood Springs Road And White Cliff Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Pit Bull Mix,White/Brown Brindle,Winston,03/19/2019 03:54:00 PM,03/19/2019 03:54:00 PM,03/18/2012,Dog,Neutered Male,7 years,Pit Bull Mix,White/Brown Brindle,0.0
A668350,,12/02/2013 03:50:00 PM,12/02/2013 03:50:00 PM,14100 Joyce in Leander (TX),Stray,Normal,Dog,Intact Female,1 month,Australian Shepherd Mix,Black/Tricolor,,12/04/2013 05:29:00 PM,12/04/2013 05:29:00 PM,10/15/2013,Dog,Intact Female,1 month,Australian Shepherd Mix,Black/Tricolor,0.0
A788398,,02/01/2019 04:19:00 PM,02/01/2019 04:19:00 PM,300 Block East Brenham Street in Manor (TX),Stray,Normal,Dog,Intact Male,5 years,Irish Wolfhound Mix,Black/White,,02/06/2019 02:09:00 PM,02/06/2019 02:09:00 PM,02/01/2014,Dog,Intact Male,5 years,Irish Wolfhound Mix,Black/White,0.0
A723405,*Dale,03/31/2016 02:33:00 PM,03/31/2016 02:33:00 PM,10727 Old Lockhart Road in Travis (TX),Stray,Normal,Dog,Intact Male,4 years,Australian Cattle Dog Mix,Blue Merle,*Dale,04/15/2016 12:00:00 AM,04/15/2016 12:00:00 AM,03/31/2012,Dog,Neutered Male,4 years,Australian Cattle Dog Mix,Blue Merle,0.0
A692890,*Candy,11/27/2014 12:49:00 PM,11/27/2014 12:49:00 PM,7007 Stonleigh Pl in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Boxer Mix,Brown Brindle/White,*Candy,12/10/2014 08:23:00 AM,12/10/2014 08:23:00 AM,11/27/2013,Dog,Spayed Female,1 year,Boxer Mix,Brown Brindle/White,0.0
A809395,,11/23/2019 03:34:00 PM,11/23/2019 03:34:00 PM,12409 Sky Harbor in Travis (TX),Stray,Normal,Dog,Intact Female,3 weeks,Chihuahua Longhair Mix,White/Brown,,11/24/2019 03:18:00 PM,11/24/2019 03:18:00 PM,11/02/2019,Dog,Intact Female,3 weeks,Chihuahua Longhair Mix,White/Brown,0.0
A783408,*Astar,10/30/2018 01:15:00 PM,10/30/2018 01:15:00 PM,Thompson Lane And South Us Highway 183 in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Beagle/Catahoula,White/Black,*Astar,12/07/2018 06:16:00 PM,12/07/2018 06:16:00 PM,10/30/2017,Dog,Intact Female,1 year,Beagle/Catahoula,White/Black,0.0
A728138,,05/31/2016 12:00:00 PM,05/31/2016 12:00:00 PM,E Slaughter Ln And Brandt Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Longhair Mix,Tricolor,,06/04/2016 04:30:00 PM,06/04/2016 04:30:00 PM,05/31/2015,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Tricolor,0.0
A805785,Bebe,10/02/2019 11:10:00 AM,10/02/2019 11:10:00 AM,6811 Cougar Run in Austin (TX),Stray,Normal,Bird,Unknown,6 months,Lovebird,Green/Orange,Bebe,10/03/2019 12:48:00 PM,10/03/2019 12:48:00 PM,04/02/2019,Bird,Unknown,6 months,Lovebird,Green/Orange,0.0
A685637,Goldy,08/10/2014 12:34:00 PM,08/10/2014 12:34:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,9 months,German Shepherd Mix,Tan/White,Goldy,08/14/2014 12:28:00 PM,08/14/2014 12:28:00 PM,10/10/2013,Dog,Neutered Male,10 months,German Shepherd Mix,Tan/White,0.0
A777480,Socks,07/29/2018 01:02:00 PM,07/29/2018 01:02:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 months,Border Collie/Labrador Retriever,Black/White,Socks,08/14/2018 11:38:00 AM,08/14/2018 11:38:00 AM,11/29/2017,Dog,Spayed Female,8 months,Border Collie/Labrador Retriever,Black/White,0.0
A678666,,05/11/2014 02:46:00 PM,05/11/2014 02:46:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,6 days,Domestic Shorthair Mix,Blue,,07/12/2014 08:23:00 PM,07/12/2014 08:23:00 PM,05/05/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,0.0
A667037,*Dexter,11/11/2013 04:04:00 PM,11/11/2013 04:04:00 PM,8806 Redfield Dr. in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Labrador Retriever/Pit Bull,Brown Brindle/White,*Dexter,11/22/2013 03:19:00 PM,11/22/2013 03:19:00 PM,01/11/2013,Dog,Neutered Male,10 months,Labrador Retriever/Pit Bull,Brown Brindle/White,0.0
A734870,,09/14/2016 01:20:00 PM,09/14/2016 01:20:00 PM,12100 Park 35 Circle in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,,09/15/2016 09:00:00 AM,09/15/2016 09:00:00 AM,09/14/2015,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,0.0
A735619,Mya,10/10/2016 12:13:00 PM,10/10/2016 12:13:00 PM,Leander (TX),Owner Surrender,Sick,Dog,Spayed Female,10 months,German Shepherd Mix,Black/Tan,Mya,11/13/2016 12:09:00 PM,11/13/2016 12:09:00 PM,11/26/2015,Dog,Spayed Female,11 months,German Shepherd Mix,Black/Tan,0.0
A751831,Petey,06/13/2017 04:02:00 PM,06/13/2017 04:02:00 PM,12304 Knoll Ridge in Austin (TX),Stray,Normal,Dog,Intact Male,17 years,Chihuahua Shorthair Mix,White/Black,Petey,06/13/2017 07:07:00 PM,06/13/2017 07:07:00 PM,06/13/2000,Dog,Intact Male,17 years,Chihuahua Shorthair Mix,White/Black,0.0
A717537,*Peppermint,12/09/2015 05:44:00 PM,12/09/2015 05:44:00 PM,Montoplis Dr And Monsanto Dr in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Dachshund Mix,Tricolor,*Peppermint,12/13/2015 05:48:00 PM,12/13/2015 05:48:00 PM,06/09/2015,Dog,Spayed Female,6 months,Dachshund Mix,Tricolor,0.0
A737284,,10/25/2016 10:25:00 AM,10/25/2016 10:25:00 AM,12905 Vinyard in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon Mix,Black/Gray,,10/26/2016 11:23:00 AM,10/26/2016 11:23:00 AM,10/25/2014,Other,Unknown,2 years,Raccoon Mix,Black/Gray,1.0
A553385,Louie,07/01/2018 04:29:00 PM,07/01/2018 04:29:00 PM,20700 Huckabee Bend in Pflugerville (TX),Stray,Normal,Cat,Neutered Male,9 years,Domestic Medium Hair Mix,Orange Tabby,Louie,07/17/2018 02:54:00 PM,07/17/2018 02:54:00 PM,10/27/2008,Cat,Neutered Male,9 years,Domestic Medium Hair Mix,Orange Tabby,0.0
A797239,,06/11/2019 11:43:00 AM,06/11/2019 11:43:00 AM,Rickem Cove And Bittern Hollow in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Brown Tabby,,06/14/2019 06:15:00 PM,06/14/2019 06:15:00 PM,02/11/2019,Cat,Intact Female,4 months,Domestic Shorthair,Brown Tabby,0.0
A778764,*Gumbo,08/20/2018 10:59:00 AM,08/20/2018 10:59:00 AM,9301 Johnny Morris in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Pit Bull Mix,Chocolate/White,*Gumbo,09/15/2018 04:46:00 PM,09/15/2018 04:46:00 PM,10/20/2017,Dog,Spayed Female,10 months,Pit Bull Mix,Chocolate/White,0.0
A702410,Miley,05/13/2015 12:53:00 PM,05/13/2015 12:53:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Orange Tabby,Miley,08/24/2015 07:54:00 PM,08/24/2015 07:54:00 PM,05/13/2011,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Orange Tabby,0.0
A788156,*Jewel,01/27/2019 03:04:00 PM,01/27/2019 03:04:00 PM,5810 Trade Center Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Catahoula/Australian Cattle Dog,Tricolor,*Jewel,02/03/2019 05:27:00 PM,02/03/2019 05:27:00 PM,01/27/2018,Dog,Spayed Female,1 year,Catahoula/Australian Cattle Dog,Tricolor,0.0
A685646,,08/10/2014 01:21:00 PM,08/10/2014 01:21:00 PM,14300 Hokanson Rd in Travis (TX),Stray,Sick,Dog,Intact Male,6 months,Catahoula Mix,White/Tan,,08/15/2014 12:22:00 PM,08/15/2014 12:22:00 PM,02/07/2014,Dog,Intact Male,6 months,Catahoula Mix,White/Tan,0.0
A706245,,06/26/2015 02:45:00 PM,06/26/2015 02:45:00 PM,1501 Fm 973 in Travis (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,,06/26/2015 05:12:00 PM,06/26/2015 05:12:00 PM,06/11/2015,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,0.0
A685828,Bones,08/14/2014 06:27:00 PM,08/14/2014 06:27:00 PM,Manor (TX),Public Assist,Normal,Dog,Intact Male,8 years,Pit Bull Mix,Blue/White,Bones,08/23/2014 03:18:00 PM,08/23/2014 03:18:00 PM,02/14/2006,Dog,Intact Male,8 years,Pit Bull Mix,Blue/White,0.0
A709464,Bandit,08/09/2015 01:56:00 PM,08/09/2015 01:56:00 PM,Woodland Ave And Sylvan Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Standard Schnauzer Mix,Tricolor,Bandit,08/09/2015 05:12:00 PM,08/09/2015 05:12:00 PM,04/09/2014,Dog,Intact Male,1 year,Standard Schnauzer Mix,Tricolor,0.0
A804506,,09/15/2019 12:12:00 PM,09/15/2019 12:12:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby,,09/17/2019 06:29:00 PM,09/17/2019 06:29:00 PM,07/15/2019,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby,0.0
A704209,*Hansel,06/02/2015 03:19:00 PM,06/02/2015 03:19:00 PM,10001 Burleson Rd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever,Black,*Hansel,06/14/2015 03:38:00 PM,06/14/2015 03:38:00 PM,06/02/2014,Dog,Neutered Male,1 year,Labrador Retriever,Black,0.0
A710172,Leonard,08/19/2015 11:12:00 AM,08/19/2015 11:12:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 years,Siamese Mix,Flame Point,Leonard,08/26/2015 04:20:00 PM,08/26/2015 04:20:00 PM,08/19/2009,Cat,Neutered Male,6 years,Siamese Mix,Flame Point,0.0
A801073,Mami,07/30/2019 04:53:00 PM,07/30/2019 04:53:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,9 months,Domestic Shorthair,Brown Tabby/White,Mami,08/05/2019 09:55:00 PM,08/05/2019 09:55:00 PM,09/30/2018,Cat,Spayed Female,10 months,Domestic Shorthair,Brown Tabby/White,0.0
A738843,Charcoal,11/22/2016 11:04:00 AM,11/22/2016 11:04:00 AM,1803 Palma Plz in Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue/White,Charcoal,12/11/2016 03:02:00 PM,12/11/2016 03:02:00 PM,11/22/2009,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue/White,0.0
A713558,,10/08/2015 04:23:00 PM,10/08/2015 04:23:00 PM,11604 Fruitwood Pl in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray,,10/08/2015 04:34:00 PM,10/08/2015 04:34:00 PM,10/08/2014,Other,Unknown,1 year,Raccoon Mix,Gray,1.0
A683445,*Blynn,07/10/2014 12:45:00 PM,07/10/2014 12:45:00 PM,7715 Hidden View Cir in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,*Blynn,07/17/2014 07:55:00 AM,07/17/2014 07:55:00 AM,06/03/2014,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,1.0
A788974,,02/12/2019 04:25:00 PM,02/12/2019 04:25:00 PM,5511 Blue Bluff Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Tan/Black,,02/16/2019 04:33:00 PM,02/16/2019 04:33:00 PM,12/12/2018,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan/Black,0.0
A692979,Maggie,11/29/2014 02:01:00 PM,11/29/2014 02:01:00 PM,2509 East 10Th Street in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Boston Terrier,Brown Brindle/White,Maggie,12/01/2014 06:12:00 PM,12/01/2014 06:12:00 PM,11/29/2007,Dog,Spayed Female,7 years,Boston Terrier,Brown Brindle/White,0.0
A727549,,05/23/2016 12:05:00 PM,05/23/2016 12:05:00 PM,3303 Oak Alley in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Siamese Mix,Blue Point,,05/23/2016 06:04:00 PM,05/23/2016 06:04:00 PM,05/08/2016,Cat,Unknown,2 weeks,Siamese Mix,Blue Point,0.0
A690363,*Lionel,10/19/2014 01:05:00 PM,10/19/2014 01:05:00 PM,8827 East Dr in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,*Lionel,10/23/2014 12:17:00 PM,10/23/2014 12:17:00 PM,09/19/2014,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A718696,*Sheldon,01/05/2016 12:59:00 PM,01/05/2016 12:59:00 PM,Prairie Knoll Ct And Lochridge Dr in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,German Shepherd Mix,Black,*Sheldon,02/06/2016 12:29:00 PM,02/06/2016 12:29:00 PM,01/05/2008,Dog,Neutered Male,8 years,German Shepherd Mix,Black,0.0
A707358,,07/11/2015 03:44:00 PM,07/11/2015 03:44:00 PM,3505 South Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White,,07/12/2015 05:31:00 PM,07/12/2015 05:31:00 PM,05/27/2015,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White,0.0
A603736,Bleu,12/10/2015 01:38:00 PM,12/10/2015 01:38:00 PM,12812 Briarcreek Loop in Travis (TX),Stray,Normal,Dog,Spayed Female,8 years,Pit Bull,Blue/White,Bleu,01/09/2016 01:04:00 PM,01/09/2016 01:04:00 PM,04/17/2007,Dog,Spayed Female,8 years,Pit Bull,Blue/White,0.0
A771953,,05/12/2018 02:07:00 PM,05/12/2018 02:07:00 PM,7623 Hiddenview Circle in Del Valle (TX),Stray,Sick,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White,,05/12/2018 06:21:00 PM,05/12/2018 06:21:00 PM,04/24/2018,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White,0.0
A684464,Osiris,07/24/2014 11:16:00 AM,07/24/2014 11:16:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 month,Labrador Retriever/Spanish Water Dog,Black/White,Osiris,07/26/2014 07:03:00 PM,07/26/2014 07:03:00 PM,05/24/2014,Dog,Neutered Male,2 months,Labrador Retriever/Spanish Water Dog,Black/White,0.0
A604442,Bella,08/16/2016 11:51:00 AM,08/16/2016 11:51:00 AM,11501 Timber Heights Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Boxer Mix,Brown/White,Bella,09/05/2016 04:38:00 PM,09/05/2016 04:38:00 PM,03/26/2011,Dog,Spayed Female,5 years,Boxer Mix,Brown/White,0.0
A667847,*Tufty,11/23/2013 03:51:00 PM,11/23/2013 03:51:00 PM,3611 Pace Bend Rd South in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby,*Tufty,11/30/2013 06:41:00 PM,11/30/2013 06:41:00 PM,09/08/2013,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby,0.0
A750386,,05/26/2017 03:40:00 PM,05/26/2017 03:40:00 PM,Austin (TX),Stray,Normal,Cat,Unknown,2 days,Domestic Shorthair Mix,Black,,05/26/2017 05:58:00 PM,05/26/2017 05:58:00 PM,05/24/2017,Cat,Unknown,2 days,Domestic Shorthair Mix,Black,0.0
A730730,*Trucker,07/09/2016 12:42:00 PM,07/09/2016 12:42:00 PM,5409 Purple Sage in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Basset Hound Mix,White/Tan,*Trucker,07/14/2016 05:11:00 PM,07/14/2016 05:11:00 PM,11/13/2015,Dog,Neutered Male,8 months,Basset Hound Mix,White/Tan,0.0
A678780,*Ally Marie,05/12/2014 05:00:00 PM,05/12/2014 05:00:00 PM,Prospect & East 9Th in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Plott Hound Mix,Brown Brindle,*Ally Marie,05/16/2014 07:16:00 PM,05/16/2014 07:16:00 PM,02/12/2014,Dog,Spayed Female,3 months,Plott Hound Mix,Brown Brindle,0.0
A781000,,09/23/2018 12:13:00 PM,09/23/2018 12:13:00 PM,10120 Gertrudis Loop in Austin (TX),Stray,Normal,Dog,Unknown,1 week,Pit Bull Mix,Brown/White,,09/28/2018 12:00:00 AM,09/28/2018 12:00:00 AM,09/16/2018,Dog,Unknown,1 weeks,Pit Bull Mix,Brown/White,0.0
A781641,*Petunia,10/03/2018 09:59:00 AM,10/03/2018 09:59:00 AM,5811 Melody Lane in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Buff/White,*Petunia,10/16/2018 10:31:00 AM,10/16/2018 10:31:00 AM,10/03/2016,Dog,Spayed Female,2 years,Pit Bull Mix,Buff/White,0.0
A672278,*Vera,02/07/2014 11:53:00 AM,02/07/2014 11:53:00 AM,9219 Anderson Mill Rd in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black/White,*Vera,03/26/2014 03:47:00 PM,03/26/2014 03:47:00 PM,02/07/2012,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White,0.0
A633455,Chiquita,07/11/2018 02:48:00 PM,07/11/2018 02:48:00 PM,3603 Southridge Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,11 years,Miniature Poodle,White,Chiquita,07/24/2018 04:16:00 PM,07/24/2018 04:16:00 PM,07/24/2006,Dog,Spayed Female,12 years,Miniature Poodle,White,0.0
A609565,Tallie,04/04/2016 07:28:00 AM,04/04/2016 07:28:00 AM,11213 Chatan Berry Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Border Collie/Pointer,Black/White,Tallie,04/04/2016 02:51:00 PM,04/04/2016 02:51:00 PM,06/15/2011,Dog,Spayed Female,4 years,Border Collie/Pointer,Black/White,0.0
A736154,,10/05/2016 03:22:00 PM,10/05/2016 03:22:00 PM,304 Masterson Pass #273 in Austin (TX),Stray,Injured,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Black,,10/05/2016 07:33:00 PM,10/05/2016 07:33:00 PM,09/05/2016,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Black,0.0
A776881,,07/20/2018 02:26:00 PM,07/20/2018 02:26:00 PM,3614 Bill Price in Travis (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,07/22/2018 09:47:00 AM,07/22/2018 09:47:00 AM,07/20/2017,Other,Unknown,1 year,Bat Mix,Brown,1.0
